Ana_Full,,,,,,,,,
Unnamed: 0,Year,Test_Type,Question,Subquestion,Student_ID,Response,GPT_Score,Actual_Score,nth_trial
2830,2024,BC,4,c,B,"- 1st Mathematical expression:  
  h(6) = ∫(from -6 to 6) f′(t) dt ⇒ f′(6) – f′(–6) ⇒ 1/2 – 0 ⇒ 1/2  
  - Criteria 1-1 (Correct use of FTC: f(6) – f(–6)): not earned / 1  
  - Criteria 1-2 (Correct numeric value for h(6) with work): not earned / 1  
    (The response uses f′ instead of f at the endpoints.)

- 2nd Mathematical expression:  
  h′(6) = f′(6) = 1/2  
  - Criteria 2-1 (Correct value h′(6) = f′(6) = –1/2): not earned / 1  
    (Sign is incorrect; should be –1/2.)

- 3rd Mathematical expression:  
  h″(6) = f″(6) ⇒ 0  
  - Criteria 3-1 (Correct value h″(6) = 0): earned / 1  

- total points: 1 out of 4",1,2,2
3,2022,AB,1,b,A,"- 1st Mathematical expression: 1/(5−1) ∫(from 1 to 5) 450√(sin(0.62t)) dt = 375.537 vehicles per hour  
  - Criteria b-1 (Use of correct average value formula) : earned 1/1 point  
  - Criteria b-2 (Correct numerical answer ≈ 375.537) : earned 1/1 point  

- total points : 2 out of 2",2,2,7
4,2022,AB,1,b,B,"- (1 / (5 – 1)) ∫₁⁵ A(t) dt = 375.537 vehicles/hour  
  - Criteria b-1 (Uses average value formula 1/(b−a) ∫ₐᵇ A(t) dt): earned 1/1 point  
  - Criteria b-2 (Correct answer, 375.537 vehicles/hour, with appropriate rounding): earned 1/1 point  
- total points: 2 out of 2",2,2,7
6,2022,AB,1,c,A,"- A'(1)=148.947 vehicles per hour per hour  
  - Criteria (derivative at t=1): 1/1  
- The rate at which vehicles arrive at the toll plaza at 6 A.M. (t=1) is increasing because the rate of change of A(t) at t=1 is positive.  
  - Criteria (answer with reason): 1/1  

- total points : 2 out of 2",2,2,7
7,2022,AB,1,c,B,"- A′(1) = 148.947…  
  - Criteria (derivative at t=1): 1/1  
- “At 6 A.M. (t=1), the rate is increasing because A′(1) > 0.”  
  - Criteria (reason that derivative is positive): 1/1  
- total points: 2 out of 2",2,2,7
8,2022,AB,1,c,C,"- A′(1) = 148.947  
  - Criteria ""Considers A′(1)"" : earned 1/1

- “Increasing because A′(1) is positive”  
  - Criteria ""Answer with reason"" : earned 1/1

- total points : 2 out of 2",2,2,7
14,2022,AB,2,a,C,"```structure
- ∫ from -2 to 0.782 [f(x) - g(x)] dx = 12.022
  - Criteria (Integrand):  
    - The response uses f(x)−g(x). This matches ln(x+3)−[x⁴+2x³].  
    - Earned 1/1 point.  
  - Criteria (Limits of integration):  
    - The limits are -2 and 0.782. This is consistent with B ≈ 0.782.  
    - Earned 1/1 point.  
  - Criteria (Answer):  
    - The final value is 12.022, which is not the correct approximate area of 3.603–3.604.  
    - Earned 0/1 points.

- total points : 2 out of 3
```",2,2,7
15,2022,AB,2,b,A,"- 1st Expression: “h(x) = ln(x+3) − (x⁴ + 2x³)”  
  - Criteria b‐1 (correctly defines h(x) as f(x) − g(x)): earned 1/1 point  

- 2nd Statement: “h(x) is decreasing at x = –0.5 because h′(x) < 0.”  
  - Criteria b‐2 (concludes h is decreasing at x = –0.5 because h′ is negative there): earned 1/1 point  

────────────────────────────────────────────  
total points : 2 out of 2",2,2,7
18,2022,AB,2,c,A,"- V = ∫(h(x))² dx from x = -2 to x = B  
  - Criteria (integrand): 1/1  
    • The student uses a square‐cross‐section integrand of the form (h(x))², which is consistent with (f(x) − g(x))².  

- V = 5.340  
  - Criteria (answer): 1/1  
    • The final numeric answer of 5.340 matches the correct value (to three decimal places).  

- total points: 2 out of 2",2,2,7
19,2022,AB,2,c,B,"- ∫ from -2 to B of (f(x) - g(x))² dx = 5.3401  
  - Criteria (c)1: Integrand – 1/1 point  
    • The integrand is correctly given as (f(x) - g(x))² with the stated limits −2 to B.  
  - Criteria (c)2: Answer – 1/1 point  
    • The reported value of the definite integral (and hence the volume of the solid) is 5.340 (or 5.34), consistent with the required three‐decimal‐place accuracy.

- total points: 2 out of 2",2,2,7
21,2022,AB,2,d,A,"- “dA/dt = 2 h(x)*h′(x)*dx/dt”  
  - Criteria (chain rule expression): earned 1/1  
- “dA/dt = −9.272 units²/sec at x = −0.5”  
  - Criteria (correct numeric answer): earned 1/1  

- total points: 2 out of 2",2,2,7
24,2022,AB,3,a,A,"- 1st mathematical expression (setting up integrals for f(0) and f(5)):  
  - Criteria (area‐based integral setup) : 1/1  
    (They correctly wrote f(0) − f(4) = ∫₄⁰ f′(x) dx and f(5) − f(4) = ∫₄⁵ f′(x) dx.)

- 2nd mathematical expression (numerical value for f(0)):  
  - Criteria (correct f(0) = 3 + 2π) : 0/1  
    (They obtained f(0) = 4π + 3, which is incorrect.)

- 3rd mathematical expression (numerical value for f(5)):  
  - Criteria (correct f(5) = 7/2) : 1/1  
    (They correctly found f(5) = 3.5.)

- total points : 2 out of 3",2,2,7
27,2022,AB,3,b,A,"- “POI: x=2, x=6”  
  - Criteria (Answer): 1/1 point
  
- “A point of inflection occurs when the second derivative changes sign. The graph is a graph of f′, and f′′ is the slope of f′, so whenever the graph changes from increasing to decreasing or vice versa is a point of inflection.”  
  - Criteria (Justification): 1/1 point

- total points: 2 out of 2",2,2,7
30,2022,AB,3,c,A,"- g'(x) = f'(x) - 1  
  - Criteria 1-1: 1 point / 1 point

- Decreasing on (0,5) because g'(x) = f'(x) - 1 is negative on this interval  
  - Criteria 2-1: 1 point / 1 point

- total points: 2 out of 2",2,2,7
31,2022,AB,3,c,B,"- g'(x) = f'(x) - 1  
  - Criteria (derivative expression): 1 point earned / 1 point
  
- g is decreasing on 0 < x < 5 because g'(x) < 0 ⇔ f'(x) < 1 on this interval  
  - Criteria (interval with correct reasoning): 1 point earned / 1 point

- total points : 2 out of 2",2,2,7
33,2022,AB,3,d,A,"- ""crit points: x=5 ...""  
  • Criteria (Identify x=5 as the only critical point in (0,7)): 1/1 point

- ""absolute minimum: (5, −1.5) ...""  
  • Criteria (Correct absolute minimum value at x=5 with justification via endpoints/critical point comparison): 1/1 point

- total points: 2 out of 2",2,2,7
36,2022,AB,4,a,A,"- r″(8.5) ≈ (r′(10) − r′(7)) / (10 − 7) = [−3.8 − (−4.4)] / 3 = 0.2 cm/day²  
  - Criteria 1-1: 1/1 (Shows the difference quotient correctly to approximate r″(8.5).)  
  - Criteria 1-2: 1/1 (Correctly reports and labels the units as cm/day².)  

- total points: 2 out of 2",2,2,7
37,2022,AB,4,a,B,"- “(r′(10) − r′(7)) / (10 − 7) = (−3.8 − (−4.4)) / (10 − 7) = 0.6/3 = 0.2 cm/day²”  
  - Criteria 1-1 (Difference quotient shown and used correctly): earned 1/1 point  
  - Criteria 1-2 (Correct units provided): earned 1/1 point  

- total points: 2 out of 2",2,2,7
39,2022,AB,4,b,A,"- First relevant statement/expression:

  “…Therefore r'(t) will take on every value between −5.0 and −6.1. −6 is inside this range…”

  - Criteria (Establishing that −6 lies between r′(0) and r′(3)):  
    Earned 1/1 point (they have explicitly shown that −6 is between −6.1 and −5.0).

- Second relevant statement/expression:

  “Since r is twice-differentiable, r′ is also differentiable … If a function is differentiable, it is also continuous. Therefore r′(t) is also continuous … According to the Intermediate Value Theorem … there is a time t where r′(t)=−6 …”

  - Criteria (Conclusion via continuity/IVT that some t satisfies r′(t)=−6):  
    Earned 1/1 point (they invoke continuity and the IVT to conclude the existence of t).

- total points: 2 out of 2",2,2,7
42,2022,AB,4,c,A,"- (3−0)(−5.0) + (7−3)(−4.4) + (10−7)(−3.8) + (12−10)(−3.5) = −51  
  - Criteria 1 (Form of right Riemann sum): 1/1 point (all factors and intervals correct)  
  - Criteria 2 (Answer): 1/1 point (correct numerical result −51)  

- total points: 2 out of 2",2,2,7
46,2022,AB,4,d,B,"- dv/dt = (2/3)π r (dr/dt) h + (1/3)π r² (dh/dt)  
  - Criteria (Product rule): earned 1/1  
    The student correctly applied the product rule to differentiate r²h.  
  - Criteria (Chain rule): earned 1/1  
    The student included dr/dt and dh/dt, recognizing r and h as functions of t.  

- Final numerical substitution at t = 3 (r = 100, h = 50, dr/dt = -5, dh/dt = -2)  
  - Criteria (Correct final value): 0/1  
    The work shown does not substitute all given values or arrive at a numeric result, so no credit for the final answer.  

- total points : 2 out of 3",2,2,7
51,2022,AB,5,b,A,"- “At (x,y) = (1,2), the slope is 3/2, so the tangent line is y = 2 + (3/2)(x − 1).”  
  - Criteria (Tangent‐line equation) : 1/1 point

- “Using the tangent line to approximate f(0.8) gives 1.7.”  
  - Criteria (Approximation) : 1/1 point

- total points : 2 out of 2",2,2,7
53,2022,AB,5,b,C,"- y = 2 + (3/2)(x − 1)  
  - Tangent‐line equation criterion: 1/1 (The slope of 3/2 is correctly determined, and the line is correctly formed through (1,2).)  
- f(0.8) = 1.7  
  - Approximation criterion: 1/1 (The line is used correctly to approximate y at x = 0.8, yielding 1.7.)  
- total points: 2 out of 2",2,2,7
68,2022,AB,6,c,C,"- y_Q(t) = 2 + ∫₁^(t) (v_Q(b)) db  
  - Criteria (Integral setup): earned 1/1  
    • The response correctly sets up an integral from 1 to t to find y_Q(t).  
  - Criteria (Use of initial condition): earned 1/1  
    • The response uses y_Q(1) = 2 as the initial value when setting up the integral expression.

- (No final integrated expression given)  
  - Criteria (Final answer): earned 0/1  
    • The response does not complete the integration to present y_Q(t) = 3 - 1/t.

- total points: 2 out of 3",2,2,7
69,2022,AB,6,d,A,"- lim₍t→∞₎ y₍Q₎(t) = 3, lim₍t→∞₎ x₍P₎(t) = 6  
  - Criteria (correct limits) : earned 1/1  

- “Particle P is eventually farther from the origin because 6 > 3.”  
  - Criteria (answer with reason) : earned 1/1  

- total points : 2 out of 2",2,2,7
74,2023,AB,1,a,C,"- ∫(from 60 to 135) f(t) dt → 15(0.05) + 30(0.1) + 30(0.15) = 8.25  
  - Interpretation with correct units (total gallons from t=60 to t=135?): not earned / 1  
  - Form of Riemann sum (correct subintervals and factors): earned / 1  
  - Numerical answer (8.25): earned / 1  

- total points: 2 out of 3",2,2,7
75,2023,AB,1,b,A,"- 1st Sentence: ""F(t) is always differentiable, and therefore it must be continuous on [a,b], a=60 & b=120.""  
  - Criteria (Point for “f(60) = f(120) or f(120) − f(60) = 0”): 0/1 (not stated in this sentence)  
  - Criteria (Point for citing MVT/Rolle’s Theorem plus continuity/differentiability to conclude f′(c)=0): 0/1  

- 2nd Sentence: ""According to Rolle’s Theorem, if f(a) = f(b) which is true because f(60) = 0.1 = f(120), there must be some x value, 'c,' at which f′(x) = 0.""  
  - Criteria (Point for “f(60) = f(120)” or “f(120) − f(60) = 0”): 1/1 (explicitly stated f(60) = f(120))  
  - Criteria (Point for citing MVT/Rolle’s Theorem on a continuous/differentiable interval and concluding f′(c) = 0): 1/1  

- total points: 2 out of 2",2,2,7
78,2023,AB,1,c,A,"- avg = (1 / (150 − 0)) ∫₀^(150) g(t) dt = 0.096  
  - Criteria c-1 (Average value formula): earned 1/1  
  - Criteria c-2 (Answer within acceptable range): earned 1/1  

- total points : 2 out of 2",2,2,7
81,2023,AB,1,d,A,"- g'(140) = −0.005 gallons/second²  
  - Criteria (numeric value for g′(140)): 1/1  
  - Criteria (interpretation at t=140 with sign and units): 1/1  

- total points: 2 out of 2",2,2,7
84,2023,AB,2,a,A,"- ""Changes directions v(t)=0 and changes signs t=56 second""  
  - Criteria (a)-1 (States that v(t)=0 ⇒ t=56 in 0<t<90): earned 1/1 point

- ""At t=56 seconds Stephen changes directions because v(t)=0 and changes signs.""  
  - Criteria (a)-2 (Gives reason: Stephen changes direction when velocity changes sign, and identifies t=56): earned 1/1 point

- total points : 2 out of 2",2,2,7
85,2023,AB,2,a,B,"- “The only time that Stephen changes direction is when t = 56, which means that Stephen changes his velocity from being positive to negative.”  
  - Criteria 1–1 (Find t = 56 by setting v(t) = 0): earned 1/1  
  - Criteria 1–2 (State that direction changes when velocity changes sign): earned 1/1  

- total points : 2 out of 2",2,2,7
90,2023,AB,2,c,A,"- ∫(20 to 80) v(t) dt = 23.384 meters  
  - Criteria (Integral): 1/1  
  - Criteria (Answer 23.384): 1/1  
- total points : 2 out of 2",2,2,7
93,2023,AB,2,d,A,"- ∫₀⁹⁰ |v(t)| dt = 62.164  
  - Criteria (Integral): 1/1  
  - Criteria (Numeric Answer): 1/1  
- total points: 2 out of 2",2,2,7
99,2023,AB,3,b,A,"- dM/dt|₍t=0₎ = (1/4)(40 – 5) = 35/4  
  - Criteria (derivative at t = 0): earned 1/1 point  
    Justification: The student correctly computed the slope at t = 0 using 1/4(40 – 5).

- M(2) ≈ 35/4 × 2 + 5 = 45/2  
  - Criteria (tangent‐line approximation): earned 1/1 point  
    Justification: The student used the correct tangent line (passing through (0, 5) with slope 35/4) and arrived at 45/2 (which is 22.5).

- total points: 2 out of 2",2,2,7
106,2023,AB,5,a,A,"- h(x) = f(g(x)) ⇒ h'(x) = g'(x) · f'(g(x))  
  - Criteria (Chain rule): 1/1  

- h'(7) = g'(7) · f'(g(7)) = 8 · f'(0) = 8 · (3/2) = 12 ⇒ h'(7) = 12  
  - Criteria (Final numeric answer): 1/1  

- total points: 2 out of 2",2,2,7
107,2023,AB,5,a,B,"- n'(7) = f'(g(7)) · g'(7)  
  - Criteria 1-1 (Chain rule): 1/1  

- n'(7) = 3/2 · 8 = 12  
  - Criteria 2-1 (Correct numerical answer): 1/1  

- total points : 2 out of 2",2,2,7
118,2023,AB,6,a,A,"- 6y + 6x (dy/dx) = 3y² (dy/dx)  
  - Criteria (implicit differentiation): 1/1

- dy/dx = 6y / (3y² - 6x) → 2y / (y² - 2x)  
  - Criteria (verification and final form): 1/1

- total points: 2 out of 2",2,2,7
121,2023,AB,6,b,A,"- “dy/dx = 2y / (y² − 2x)”  
  - (No rubric‐assigned point here; just the derivative expression.)

- “horizontal tangent ⇒ 2y = 0 ⇒ y = 0”  
  - Criteria 1 (Sets 2y = 0): earned 1/1 point

- “6·x·0 = 2 + 0 ⇒ 0 ≠ 2 ⇒ no solution ⇒ no horizontal tangents”  
  - Criteria 2 (Substitute y = 0 into original equation and conclude no solution): earned 1/1 point

- total points: 2 out of 2",2,2,7
127,2023,AB,3,b,B,"- 1st Mathematical Expression:  
  dM/dt |(t=0) = 1/4 (40 – 5) = 35/4  
  - Criteria 1-1: Earned 1/1 (Correct derivative at t = 0)

- 2nd Mathematical Expression:  
  M(2) ≈ 5 + (35/4)(2) = 22.5  
  - Criteria 2-1: Earned 1/1 (Correct tangent-line approximation at t = 2)

- total points: 2 out of 2",2,2,7
129,2023,AB,3,c,A,"- 1st Mathematical expression:  
  d²M/dt² = −(1/16)(40 − M)  
  - Criteria (Correct form of d²M/dt²): 1/1

- 2nd Explanation:  
  Since d²M/dt² < 0 (concave down) for M(t) < 40, the tangent line approximation at t = 2 is an overestimate.  
  - Criteria (Overestimate with reason): 1/1

- total points: 2 out of 2",2,2,7
138,2023,AB,4,b,A,"- 1st Sentence: ""f is concave down on (-2,0) and (4,6)""
  - Criteria (Intervals): 1/1

- 2nd Sentence: ""because f'(x) is decreasing on those intervals""
  - Criteria (Reason): 1/1

- total points: 2 out of 2",2,2,7
139,2023,AB,4,b,B,"- 1st Sentence: “f is concave down on (−2,0) ∪ (4,6) because f′ is decreasing, meaning f″ is negative.”  
  - Criteria 1-1 (Intervals): 1 point / 1 point (Correctly identifies (−2,0) and (4,6).)  
  - Criteria 1-2 (Reason): 1 point / 1 point (Explains that f′ is decreasing, implying concavity down.)  

- total points: 2 out of 2",2,2,7
141,2023,AB,6,d,A,"- 1st Mathematical expression:  
  6y (dx/dt) + 6x (dy/dt) = 3y² (dy/dt)  
  - Criteria (d)-1 (Implicit differentiation): 1/1  
    • The student correctly differentiates 6xy = 2 + y³ with respect to t.

- 2nd Mathematical expression:  
  dy/dt = –8/9  
  - Criteria (d)-2 (Correct final answer): 1/1  
    • The student correctly substitutes x = 1/2, y = –2, and dx/dt = 2/3 to solve for dy/dt.

- total points : 2 out of 2",2,2,7
144,2024,AB,1,a,A,"```structure
- C′(5) = (69 − 85) / (7 − 3) = −4 degrees Celsius per minute
  - Criteria 1-1 (difference quotient with supporting work): 1/1
  - Criteria 1-2 (correct units): 1/1
- total points : 2 out of 2
```",2,2,7
145,2024,AB,1,a,B,"- (69 - 85) / (7 - 3) = -16/4 = -4  
  - Criteria (a)-1 (Difference Quotient Shown): 1/1  
  - Criteria (a)-2 (Correct Units): 1/1  

- total points : 2 out of 2",2,2,7
149,2024,AB,1,b,C,"- (3·100) + (4·85) + (5·69)  
  - Criteria b‐1 (form of the left Riemann sum): 1/1  
  - Criteria b‐2 (numerical estimate): 1/1  

- 1/12 ∫₀¹² C(t) dt is described as “the average rate of change…”  
  - Criteria b‐3 (interpretation as the average temperature over the 0–12‐minute interval): 0/1  

- total points: 2 out of 3",2,2,7
156,2024,AB,2,a,A,"- v(t) = ln(t² - 4t + 5) − 0.2t = 0 ⇒ t = 1.4256097 ⇒ tR = 1.426  
  - Criteria “tR”: 1/1  

- For 0 < t < tR, the particle is moving to the right because v(t) > 0  
  - Criteria “direction with explanation”: 1/1  

- total points: 2 out of 2",2,2,7
159,2024,AB,2,b,A,"- a(1.5) = (2(1.5) - 4) / ( (1.5)² - 4(1.5) + 5 ) − 0.2 = −1  
  - Criteria (acceleration with setup): 1/1 point  
- v(1.5) = −0.0768… and a(1.5) = −1 have the same (negative) sign; therefore the speed is increasing at t = 1.5  
  - Criteria (answer with explanation): 1/1 point  

- total points : 2 out of 2",2,2,7
165,2024,AB,2,d,A,"∫₁⁴ |v(t)| dt = 0.9581  
• Criteria 1-1 (Integral setup): 1/1 point  
  Justification: The response correctly sets up the integral of |v(t)| from 1 to 4.  

• Criteria 1-2 (Numerical answer): 1/1 point  
  Justification: The reported value, 0.958 (or 0.9581), falls within the acceptable range for the total distance.  

total points : 2 out of 2",2,2,7
166,2024,AB,2,d,B,"- ∫₁⁴ |v(t)| dt = 0.958  
  - Criteria (Integral set‐up): 1/1  
  - Criteria (Numerical answer): 1/1  

- total points: 2 out of 2",2,2,7
167,2024,AB,2,d,C,"- ∫₁⁴ |v(t)| dt = 0.95814  
  - Criteria 1-1: 1/1  
  - Criteria 1-2: 1/1  
- total points : 2 out of 2",2,2,7
176,2024,AB,3,c,C,"- “∫ dH/(H−1) = ∫ (1/2)cos(t/2) dt.”  
  - Separation‐of‐variables step (Criterion 1): 1/1 point earned

- Left‐side antiderivative “∫ dH/(H−1) = ln|H−1|.”  
  - First antiderivative (Criterion 2): 1/1 point earned

- Right‐side antiderivative should be “∫ (1/2)cos(t/2) dt = sin(t/2),” but is recorded as “(1/2)sin(t/2).”  
  - Second antiderivative (Criterion 3): 0/1 points (incorrect factor)

- Determination of constant C via H(0)=4 is incorrect (the work yields C = 7/2 instead of ln3).  
  - Constant of integration & use of initial condition (Criterion 4): 0/1 points

- Final explicit solution for H(t) is not obtained correctly (should be H(t) = 1 + 3e^(sin(t/2))).  
  - Solve for H(t) (Criterion 5): 0/1 points

- total points : 2 out of 5",2,2,7
178,2024,AB,4,a,B,"- g(-6) = -∫(0 to -6) f(t) dt ⇒ 12  
  - Criterion (correct value is -12): 0/1 points  
    • The sign is incorrect, so this value does not match the model solution.

- g(4) = ∫(0 to 4) f(t) dt ⇒ 4  
  - Criterion (correct value is 4): 1/1 points  
    • Matches the model solution exactly.

- g(6) = ∫(0 to 6) f(t) dt ⇒ 3  
  - Criterion (correct value is 3): 1/1 points  
    • Matches the model solution exactly.

- total points : 2 out of 3",2,2,7
180,2024,AB,4,b,A,"- g′(x) = d/dx ∫(0 to x) f(t) dt = f(x) by the Fundamental Theorem of Calculus  
  - Criteria 1-1 (FTC connection): 1/1 point earned

- g′(x) = f(x) = 0 ⇒ x = 4  
  - Criteria 2-1 (identifies x=4 as the critical point with reason): 1/1 point earned

- total points: 2 out of 2",2,2,7
181,2024,AB,4,b,B,"- g(x) = ∫₀ˣ f(t) dt  
  - Criteria (Fundamental Theorem connection g′(x) = f(x)): 1/1  

- g′(x) = 0 ⇒ x = 4 ⇒ g has a critical point at x=4  
  - Criteria (Correct critical point with reason f(4)=0 ⇒ g′(4)=0): 1/1  

- total points: 2 out of 2",2,2,7
185,2024,AB,4,c,C,"- h(6) = f(6) − f(−6) = −1 − 0.5 = −3/2  
  - Criteria (FTC‐usage): 1/1 point  
    (They have explicitly set up h(6) as f(6) − f(−6).)  
  - Criteria (correct numeric value with work): 1/1 point  
    (They show −1 − 0.5 = −3/2.)

- h′(6)  
  - Criteria (correct derivative value/justification): 0/1 point  
    (They do not simply state h′(x) = f′(x) nor give −1/2.)

- h″(6)  
  - Criteria (second derivative value): 0/1 point  
    (They do not provide h″(6) = 0.)

- total points : 2 out of 4",2,2,7
186,2024,AB,5,a,A,"- dy/dx|(2,4) = -4/19  
  - Criteria (slope of the tangent): earned 1/1 point  

- y = -4/19·(3 - 2) + 4 = -4/19 + 4 = 72/19  
  - Criteria (approximation at x = 3): earned 1/1 point  

- total points: 2 out of 2",2,2,7
189,2024,AB,5,b,A,"- “If y=1 is tangent to the curve, at some point dy/dx should be 0 when y=1 … 0 = −2x/(3+4y) ⇒ x=0.”  
  - Criteria 1-1 (derivative set to zero leading to x=0): earned 1/1

- “0² + 3(1) + 2(1)² = 5, which is not 48, so (0,1) is not on the curve. Therefore, y=1 is not tangent.”  
  - Criteria 2-1 (showing that the supposed tangency point is not on the curve and thus y=1 is not tangent): earned 1/1

- total points: 2 out of 2",2,2,7
198,2024,AB,6,a,A,"A₍R₎ = ∫₀² [f(x) - g(x)] dx  
  - Criteria 1-1 (correct integrand): 1/1  
  - Criteria 1-2 (correct definite integral from 0 to 2): 1/1  
- total points: 2 out of 2",2,2,7
199,2024,AB,6,a,B,"- ∫₀² [(x² + 2) − (x² − 2x)] dx  
  - Criteria 1-1: 1/1 (Correct integrand: f(x) - g(x))  
  - Criteria 1-2: 1/1 (Correct integral expression with bounds 0 to 2)  
- total points: 2 out of 2",2,2,7
200,2024,AB,6,a,C,"∫(0 to 2) [(x² + 2) – (x² – 2x)] dx  
• Criteria 1-1 (Integrand): 1/1  
  Justification: The integrand correctly represents f(x) – g(x).  
• Criteria 1-2 (Answer): 1/1  
  Justification: The definite integral is set up correctly from 0 to 2.  

– total points: 2 out of 2",2,2,7
202,2024,AB,6,b,B,"```structure
- Expression: ∫ from x=2 to x=5 [(x² − 2x)/2]·(x² − 2x) dx
  - Criteria (Integrand uses ½·(g(x))²): earned 1/1  
    (Justification: The student correctly sets up ½·(x²−2x)².)  
  - Criteria (Limits from x=2 to x=5): earned 1/1  
    (Justification: The student includes the correct bounds of integration.)

- Next Step (Antiderivative shown and applied):
  - Criteria (Correct antiderivative): NOT earned 0/1  
    (Justification: The work does not show finding or applying the antiderivative.)

- Final Numeric Answer:
  - Criteria (Numeric evaluation ≈ 414/5): NOT earned 0/1  
    (Justification: No final definite integral value is reported.)

- total points : 2 out of 4
```",2,2,7
210,2022,BC,1,b,A,"- 1/(5−1) ∫₁⁵ 450√(sin(0.62t)) dt = 375.537 vehicles per hour  
  - Criteria b-1 (Uses average value formula): 1/1  
  - Criteria b-2 (Correct answer ≈ 375.537): 1/1  
- total points : 2 out of 2",2,2,7
211,2022,BC,1,b,B,"- 1st Mathematical expression:  
  1/(5−1) ∫₁⁵ A(t) dt = 375.537 vehicles/hour  
  - Criteria 1-1 (Uses average value formula 1/(b−a) ∫ₐ^b A(t) dt): earned 1/1  
  - Criteria 1-2 (Correct final numeric answer ≈ 375.537): earned 1/1  

- total points: 2 out of 2",2,2,7
213,2022,BC,1,c,A,"- A′(1) = 148.947 vehicles per hour per hour  
  - Criteria (for considering A′(1)): 1/1 point

- The rate at which vehicles arrive at the toll plaza at 6 A.M. (t=1) is increasing because the rate of change of A(t) at t=1 is positive.  
  - Criteria (for stating A′(1) > 0 implies an increasing rate at t=1): 1/1 point

- total points: 2 out of 2",2,2,7
214,2022,BC,1,c,B,"- A'(1) = 148.947…  
  - Criteria (derivative at t=1): 1/1  

- “At 6 AM or t=1, the rate at which vehicles arrive at the toll plaza is increasing because A'(1) > 0.”  
  - Criteria (reasoning that derivative > 0 implies rate is increasing, with reference to t=1): 1/1  

- total points : 2 out of 2",2,2,7
215,2022,BC,1,c,C,"```structure
- ""A'(1) = 148.947""
  - Criteria 1-1 : 1/1  (Considers A'(1))
- ""Increasing because A'(1) > 0, referencing t=1""
  - Criteria 2-1 : 1/1  (Answer with reason, referencing t=1)
- total points : 2 out of 2
```",2,2,7
228,2022,BC,2,d,A,"- ∫(from 4 to 6) √((dx/dt)² + (dy/dt)²) dt  
  - Criteria (Integral): earned 1/1  
- The total distance the particle travels is 12.136 (or 12.1362)  
  - Criteria (Correct numeric answer): earned 1/1  
- total points: 2 out of 2",2,2,7
234,2022,BC,3,b,A,"- ""POI: x=2, x=6""  
  - Criteria (Answer): 1/1 point earned  
- ""A point of inflection occurs when the second derivative changes sign. The graph is a graph of f′, and f′′ is the slope of f′…wherever the graph changes from increasing to decreasing or vice versa is a point of inflection.""  
  - Criteria (Justification): 1/1 point earned  
- total points: 2 out of 2",2,2,7
238,2022,BC,3,c,B,"```structure
- g'(x) = f'(x) - 1
  - Criteria (for stating g'(x) = f'(x) - 1): 1 point / 1 point
- f'(x) < 1 on the interval [0, 5] ⇒ g'(x) < 0 ⇒ g is decreasing there
  - Criteria (for identifying the correct interval and reason): 1 point / 1 point
- total points : 2 out of 2
```",2,2,7
240,2022,BC,3,d,A,"- “crit point: x=5 …”  
  - Criteria (Identify x=5 as the critical point where g′(x)=0): 1/1  

- “absolute minimum is (5, −1.5)”  
  - Criteria (Conclude that g(5)=−1.5 is the absolute minimum with justification): 1/1  

- total points: 2 out of 2",2,2,7
243,2022,BC,4,a,A,"- r″(8.5) ≈ (r′(10) − r′(7)) / (10 − 7) = [−3.8 − (−4.4)] / 3 = 0.6 / 3 = 0.2 cm/day²  
  - Criteria a-1 (showing difference and quotient for r″(8.5)): earned 1/1 point  
  - Criteria a-2 (correct units “cm/day²”): earned 1/1 point  

- total points: 2 out of 2",2,2,7
244,2022,BC,4,a,B,"- 1st Mathematical expression:  
  r″(8.5) ≈ [r′(10) − r′(7)] / (10 − 7) = [−3.8 − (−4.4)] / 3 = 0.6 / 3 = 0.2  
  - Criteria 1-1: Earned 1/1 (the expression correctly shows the difference quotient and its evaluation).  
  - Criteria 1-2: Earned 1/1 (the answer includes correct units: centimeters per day²).  

- total points: 2 out of 2",2,2,7
246,2022,BC,4,b,A,"- 1st Block of reasoning:  
  “Since r is twice‐differentiable, r′ is also differentiable on the same interval 0 ≤ t ≤ 12. Therefore r′ is differentiable between 0 ≤ t ≤ 3 as well since that interval is inside the previous one. If a function is differentiable, it is also continuous. Therefore r′(t) is also continuous on 0 ≤ t ≤ 3.”  
  - Criteria (Continuity of r′(t) because r is twice differentiable):  
    • Earned 1/1 point.  

- 2nd Block of reasoning:  
  “According to the Intermediate Value Theorem, any continuous function f(x) on [a,b] will take on every value between f(a) and f(b). Therefore r′(t) will take on every value between −5.0 and −6.1. −6 is inside this range, so there is a time t where r′(t)=−6 on 0 ≤ t ≤ 3.”  
  - Criteria (Establish −6 is between r′(0)=−6.1 and r′(3)=−5.0, then conclude existence of t by IVT):  
    • Earned 1/1 point.  

- total points: 2 out of 2",2,2,7
249,2022,BC,4,c,A,"- 3(−5.0) + 4(−4.4) + 3(−3.8) + 2(−3.5)  
  - Criteria (form of right Riemann sum): 1 point / 1 point  
  - Criteria (numerical answer): 1 point / 1 point  
- total points: 2 out of 2",2,2,7
